请求大小	分配大小	小块内存碎片率	页内存内部碎片率	分配页个数
37480	40960	8.50%	0.00%	10
37481	40960	8.49%	0.00%	10
37482	40960	8.49%	0.00%	10
37483	40960	8.49%	0.00%	10
37484	40960	8.49%	0.00%	10
37485	40960	8.48%	0.00%	10
37486	40960	8.48%	0.00%	10
37487	40960	8.48%	0.00%	10
37488	40960	8.48%	0.00%	10
37489	40960	8.47%	0.00%	10
37490	40960	8.47%	0.00%	10
37491	40960	8.47%	0.00%	10
37492	40960	8.47%	0.00%	10
37493	40960	8.46%	0.00%	10
37494	40960	8.46%	0.00%	10
37495	40960	8.46%	0.00%	10
37496	40960	8.46%	0.00%	10
37497	40960	8.45%	0.00%	10
37498	40960	8.45%	0.00%	10
37499	40960	8.45%	0.00%	10
37500	40960	8.45%	0.00%	10
37501	40960	8.44%	0.00%	10
37502	40960	8.44%	0.00%	10
37503	40960	8.44%	0.00%	10
37504	40960	8.44%	0.00%	10
37505	40960	8.44%	0.00%	10
37506	40960	8.43%	0.00%	10
37507	40960	8.43%	0.00%	10
37508	40960	8.43%	0.00%	10
37509	40960	8.43%	0.00%	10
37510	40960	8.42%	0.00%	10
37511	40960	8.42%	0.00%	10
37512	40960	8.42%	0.00%	10
37513	40960	8.42%	0.00%	10
37514	40960	8.41%	0.00%	10
37515	40960	8.41%	0.00%	10
37516	40960	8.41%	0.00%	10
37517	40960	8.41%	0.00%	10
37518	40960	8.40%	0.00%	10
37519	40960	8.40%	0.00%	10
37520	40960	8.40%	0.00%	10
37521	40960	8.40%	0.00%	10
37522	40960	8.39%	0.00%	10
37523	40960	8.39%	0.00%	10
37524	40960	8.39%	0.00%	10
37525	40960	8.39%	0.00%	10
37526	40960	8.38%	0.00%	10
37527	40960	8.38%	0.00%	10
37528	40960	8.38%	0.00%	10
37529	40960	8.38%	0.00%	10
37530	40960	8.37%	0.00%	10
37531	40960	8.37%	0.00%	10
37532	40960	8.37%	0.00%	10
37533	40960	8.37%	0.00%	10
37534	40960	8.36%	0.00%	10
37535	40960	8.36%	0.00%	10
37536	40960	8.36%	0.00%	10
37537	40960	8.36%	0.00%	10
37538	40960	8.35%	0.00%	10
37539	40960	8.35%	0.00%	10
37540	40960	8.35%	0.00%	10
37541	40960	8.35%	0.00%	10
37542	40960	8.34%	0.00%	10
37543	40960	8.34%	0.00%	10
37544	40960	8.34%	0.00%	10
37545	40960	8.34%	0.00%	10
37546	40960	8.33%	0.00%	10
37547	40960	8.33%	0.00%	10
37548	40960	8.33%	0.00%	10
37549	40960	8.33%	0.00%	10
37550	40960	8.33%	0.00%	10
37551	40960	8.32%	0.00%	10
37552	40960	8.32%	0.00%	10
37553	40960	8.32%	0.00%	10
37554	40960	8.32%	0.00%	10
37555	40960	8.31%	0.00%	10
37556	40960	8.31%	0.00%	10
37557	40960	8.31%	0.00%	10
37558	40960	8.31%	0.00%	10
37559	40960	8.30%	0.00%	10
37560	40960	8.30%	0.00%	10
37561	40960	8.30%	0.00%	10
37562	40960	8.30%	0.00%	10
37563	40960	8.29%	0.00%	10
37564	40960	8.29%	0.00%	10
37565	40960	8.29%	0.00%	10
37566	40960	8.29%	0.00%	10
37567	40960	8.28%	0.00%	10
37568	40960	8.28%	0.00%	10
37569	40960	8.28%	0.00%	10
37570	40960	8.28%	0.00%	10
37571	40960	8.27%	0.00%	10
37572	40960	8.27%	0.00%	10
37573	40960	8.27%	0.00%	10
37574	40960	8.27%	0.00%	10
37575	40960	8.26%	0.00%	10
37576	40960	8.26%	0.00%	10
37577	40960	8.26%	0.00%	10
37578	40960	8.26%	0.00%	10
37579	40960	8.25%	0.00%	10
37580	40960	8.25%	0.00%	10
37581	40960	8.25%	0.00%	10
37582	40960	8.25%	0.00%	10
37583	40960	8.24%	0.00%	10
37584	40960	8.24%	0.00%	10
37585	40960	8.24%	0.00%	10
37586	40960	8.24%	0.00%	10
37587	40960	8.23%	0.00%	10
37588	40960	8.23%	0.00%	10
37589	40960	8.23%	0.00%	10
37590	40960	8.23%	0.00%	10
37591	40960	8.23%	0.00%	10
37592	40960	8.22%	0.00%	10
37593	40960	8.22%	0.00%	10
37594	40960	8.22%	0.00%	10
37595	40960	8.22%	0.00%	10
37596	40960	8.21%	0.00%	10
37597	40960	8.21%	0.00%	10
37598	40960	8.21%	0.00%	10
37599	40960	8.21%	0.00%	10
37600	40960	8.20%	0.00%	10
37601	40960	8.20%	0.00%	10
37602	40960	8.20%	0.00%	10
37603	40960	8.20%	0.00%	10
37604	40960	8.19%	0.00%	10
37605	40960	8.19%	0.00%	10
37606	40960	8.19%	0.00%	10
37607	40960	8.19%	0.00%	10
37608	40960	8.18%	0.00%	10
37609	40960	8.18%	0.00%	10
37610	40960	8.18%	0.00%	10
37611	40960	8.18%	0.00%	10
37612	40960	8.17%	0.00%	10
37613	40960	8.17%	0.00%	10
37614	40960	8.17%	0.00%	10
37615	40960	8.17%	0.00%	10
37616	40960	8.16%	0.00%	10
37617	40960	8.16%	0.00%	10
37618	40960	8.16%	0.00%	10
37619	40960	8.16%	0.00%	10
37620	40960	8.15%	0.00%	10
37621	40960	8.15%	0.00%	10
37622	40960	8.15%	0.00%	10
37623	40960	8.15%	0.00%	10
37624	40960	8.14%	0.00%	10
37625	40960	8.14%	0.00%	10
37626	40960	8.14%	0.00%	10
37627	40960	8.14%	0.00%	10
37628	40960	8.13%	0.00%	10
37629	40960	8.13%	0.00%	10
37630	40960	8.13%	0.00%	10
37631	40960	8.13%	0.00%	10
37632	40960	8.12%	0.00%	10
37633	40960	8.12%	0.00%	10
37634	40960	8.12%	0.00%	10
37635	40960	8.12%	0.00%	10
37636	40960	8.12%	0.00%	10
37637	40960	8.11%	0.00%	10
37638	40960	8.11%	0.00%	10
37639	40960	8.11%	0.00%	10
37640	40960	8.11%	0.00%	10
37641	40960	8.10%	0.00%	10
37642	40960	8.10%	0.00%	10
37643	40960	8.10%	0.00%	10
37644	40960	8.10%	0.00%	10
37645	40960	8.09%	0.00%	10
37646	40960	8.09%	0.00%	10
37647	40960	8.09%	0.00%	10
37648	40960	8.09%	0.00%	10
37649	40960	8.08%	0.00%	10
37650	40960	8.08%	0.00%	10
37651	40960	8.08%	0.00%	10
37652	40960	8.08%	0.00%	10
37653	40960	8.07%	0.00%	10
37654	40960	8.07%	0.00%	10
37655	40960	8.07%	0.00%	10
37656	40960	8.07%	0.00%	10
37657	40960	8.06%	0.00%	10
37658	40960	8.06%	0.00%	10
37659	40960	8.06%	0.00%	10
37660	40960	8.06%	0.00%	10
37661	40960	8.05%	0.00%	10
37662	40960	8.05%	0.00%	10
37663	40960	8.05%	0.00%	10
37664	40960	8.05%	0.00%	10
37665	40960	8.04%	0.00%	10
37666	40960	8.04%	0.00%	10
37667	40960	8.04%	0.00%	10
37668	40960	8.04%	0.00%	10
37669	40960	8.03%	0.00%	10
37670	40960	8.03%	0.00%	10
37671	40960	8.03%	0.00%	10
37672	40960	8.03%	0.00%	10
37673	40960	8.02%	0.00%	10
37674	40960	8.02%	0.00%	10
37675	40960	8.02%	0.00%	10
37676	40960	8.02%	0.00%	10
37677	40960	8.02%	0.00%	10
37678	40960	8.01%	0.00%	10
37679	40960	8.01%	0.00%	10
37680	40960	8.01%	0.00%	10
37681	40960	8.01%	0.00%	10
37682	40960	8.00%	0.00%	10
37683	40960	8.00%	0.00%	10
37684	40960	8.00%	0.00%	10
37685	40960	8.00%	0.00%	10
37686	40960	7.99%	0.00%	10
37687	40960	7.99%	0.00%	10
37688	40960	7.99%	0.00%	10
37689	40960	7.99%	0.00%	10
37690	40960	7.98%	0.00%	10
37691	40960	7.98%	0.00%	10
37692	40960	7.98%	0.00%	10
37693	40960	7.98%	0.00%	10
37694	40960	7.97%	0.00%	10
37695	40960	7.97%	0.00%	10
37696	40960	7.97%	0.00%	10
37697	40960	7.97%	0.00%	10
37698	40960	7.96%	0.00%	10
37699	40960	7.96%	0.00%	10
37700	40960	7.96%	0.00%	10
37701	40960	7.96%	0.00%	10
37702	40960	7.95%	0.00%	10
37703	40960	7.95%	0.00%	10
37704	40960	7.95%	0.00%	10
37705	40960	7.95%	0.00%	10
37706	40960	7.94%	0.00%	10
37707	40960	7.94%	0.00%	10
37708	40960	7.94%	0.00%	10
37709	40960	7.94%	0.00%	10
37710	40960	7.93%	0.00%	10
37711	40960	7.93%	0.00%	10
37712	40960	7.93%	0.00%	10
37713	40960	7.93%	0.00%	10
37714	40960	7.92%	0.00%	10
37715	40960	7.92%	0.00%	10
37716	40960	7.92%	0.00%	10
37717	40960	7.92%	0.00%	10
37718	40960	7.92%	0.00%	10
37719	40960	7.91%	0.00%	10
37720	40960	7.91%	0.00%	10
37721	40960	7.91%	0.00%	10
37722	40960	7.91%	0.00%	10
37723	40960	7.90%	0.00%	10
37724	40960	7.90%	0.00%	10
37725	40960	7.90%	0.00%	10
37726	40960	7.90%	0.00%	10
37727	40960	7.89%	0.00%	10
37728	40960	7.89%	0.00%	10
37729	40960	7.89%	0.00%	10
37730	40960	7.89%	0.00%	10
37731	40960	7.88%	0.00%	10
37732	40960	7.88%	0.00%	10
37733	40960	7.88%	0.00%	10
37734	40960	7.88%	0.00%	10
37735	40960	7.87%	0.00%	10
37736	40960	7.87%	0.00%	10
37737	40960	7.87%	0.00%	10
37738	40960	7.87%	0.00%	10
37739	40960	7.86%	0.00%	10
37740	40960	7.86%	0.00%	10
37741	40960	7.86%	0.00%	10
37742	40960	7.86%	0.00%	10
37743	40960	7.85%	0.00%	10
37744	40960	7.85%	0.00%	10
37745	40960	7.85%	0.00%	10
37746	40960	7.85%	0.00%	10
37747	40960	7.84%	0.00%	10
37748	40960	7.84%	0.00%	10
37749	40960	7.84%	0.00%	10
37750	40960	7.84%	0.00%	10
37751	40960	7.83%	0.00%	10
37752	40960	7.83%	0.00%	10
37753	40960	7.83%	0.00%	10
37754	40960	7.83%	0.00%	10
37755	40960	7.82%	0.00%	10
37756	40960	7.82%	0.00%	10
37757	40960	7.82%	0.00%	10
37758	40960	7.82%	0.00%	10
37759	40960	7.81%	0.00%	10
37760	40960	7.81%	0.00%	10
37761	40960	7.81%	0.00%	10
37762	40960	7.81%	0.00%	10
37763	40960	7.81%	0.00%	10
37764	40960	7.80%	0.00%	10
37765	40960	7.80%	0.00%	10
37766	40960	7.80%	0.00%	10
37767	40960	7.80%	0.00%	10
37768	40960	7.79%	0.00%	10
37769	40960	7.79%	0.00%	10
37770	40960	7.79%	0.00%	10
37771	40960	7.79%	0.00%	10
37772	40960	7.78%	0.00%	10
37773	40960	7.78%	0.00%	10
37774	40960	7.78%	0.00%	10
37775	40960	7.78%	0.00%	10
37776	40960	7.77%	0.00%	10
37777	40960	7.77%	0.00%	10
37778	40960	7.77%	0.00%	10
37779	40960	7.77%	0.00%	10
37780	40960	7.76%	0.00%	10
37781	40960	7.76%	0.00%	10
37782	40960	7.76%	0.00%	10
37783	40960	7.76%	0.00%	10
37784	40960	7.75%	0.00%	10
37785	40960	7.75%	0.00%	10
37786	40960	7.75%	0.00%	10
37787	40960	7.75%	0.00%	10
37788	40960	7.74%	0.00%	10
37789	40960	7.74%	0.00%	10
37790	40960	7.74%	0.00%	10
37791	40960	7.74%	0.00%	10
37792	40960	7.73%	0.00%	10
37793	40960	7.73%	0.00%	10
37794	40960	7.73%	0.00%	10
37795	40960	7.73%	0.00%	10
37796	40960	7.72%	0.00%	10
37797	40960	7.72%	0.00%	10
37798	40960	7.72%	0.00%	10
37799	40960	7.72%	0.00%	10
37800	40960	7.71%	0.00%	10
37801	40960	7.71%	0.00%	10
37802	40960	7.71%	0.00%	10
37803	40960	7.71%	0.00%	10
37804	40960	7.71%	0.00%	10
37805	40960	7.70%	0.00%	10
37806	40960	7.70%	0.00%	10
37807	40960	7.70%	0.00%	10
37808	40960	7.70%	0.00%	10
37809	40960	7.69%	0.00%	10
37810	40960	7.69%	0.00%	10
37811	40960	7.69%	0.00%	10
37812	40960	7.69%	0.00%	10
37813	40960	7.68%	0.00%	10
37814	40960	7.68%	0.00%	10
37815	40960	7.68%	0.00%	10
37816	40960	7.68%	0.00%	10
37817	40960	7.67%	0.00%	10
37818	40960	7.67%	0.00%	10
37819	40960	7.67%	0.00%	10
37820	40960	7.67%	0.00%	10
37821	40960	7.66%	0.00%	10
37822	40960	7.66%	0.00%	10
37823	40960	7.66%	0.00%	10
37824	40960	7.66%	0.00%	10
37825	40960	7.65%	0.00%	10
37826	40960	7.65%	0.00%	10
37827	40960	7.65%	0.00%	10
37828	40960	7.65%	0.00%	10
37829	40960	7.64%	0.00%	10
37830	40960	7.64%	0.00%	10
37831	40960	7.64%	0.00%	10
37832	40960	7.64%	0.00%	10
37833	40960	7.63%	0.00%	10
37834	40960	7.63%	0.00%	10
37835	40960	7.63%	0.00%	10
37836	40960	7.63%	0.00%	10
37837	40960	7.62%	0.00%	10
37838	40960	7.62%	0.00%	10
37839	40960	7.62%	0.00%	10
37840	40960	7.62%	0.00%	10
37841	40960	7.61%	0.00%	10
37842	40960	7.61%	0.00%	10
37843	40960	7.61%	0.00%	10
37844	40960	7.61%	0.00%	10
37845	40960	7.60%	0.00%	10
37846	40960	7.60%	0.00%	10
37847	40960	7.60%	0.00%	10
37848	40960	7.60%	0.00%	10
37849	40960	7.60%	0.00%	10
37850	40960	7.59%	0.00%	10
37851	40960	7.59%	0.00%	10
37852	40960	7.59%	0.00%	10
37853	40960	7.59%	0.00%	10
37854	40960	7.58%	0.00%	10
37855	40960	7.58%	0.00%	10
37856	40960	7.58%	0.00%	10
37857	40960	7.58%	0.00%	10
37858	40960	7.57%	0.00%	10
37859	40960	7.57%	0.00%	10
37860	40960	7.57%	0.00%	10
37861	40960	7.57%	0.00%	10
37862	40960	7.56%	0.00%	10
37863	40960	7.56%	0.00%	10
37864	40960	7.56%	0.00%	10
37865	40960	7.56%	0.00%	10
37866	40960	7.55%	0.00%	10
37867	40960	7.55%	0.00%	10
37868	40960	7.55%	0.00%	10
37869	40960	7.55%	0.00%	10
37870	40960	7.54%	0.00%	10
37871	40960	7.54%	0.00%	10
37872	40960	7.54%	0.00%	10
37873	40960	7.54%	0.00%	10
37874	40960	7.53%	0.00%	10
37875	40960	7.53%	0.00%	10
37876	40960	7.53%	0.00%	10
37877	40960	7.53%	0.00%	10
37878	40960	7.52%	0.00%	10
37879	40960	7.52%	0.00%	10
37880	40960	7.52%	0.00%	10
37881	40960	7.52%	0.00%	10
37882	40960	7.51%	0.00%	10
37883	40960	7.51%	0.00%	10
37884	40960	7.51%	0.00%	10
37885	40960	7.51%	0.00%	10
37886	40960	7.50%	0.00%	10
37887	40960	7.50%	0.00%	10
37888	40960	7.50%	0.00%	10
37889	40960	7.50%	0.00%	10
37890	40960	7.50%	0.00%	10
37891	40960	7.49%	0.00%	10
37892	40960	7.49%	0.00%	10
37893	40960	7.49%	0.00%	10
37894	40960	7.49%	0.00%	10
37895	40960	7.48%	0.00%	10
37896	40960	7.48%	0.00%	10
37897	40960	7.48%	0.00%	10
37898	40960	7.48%	0.00%	10
37899	40960	7.47%	0.00%	10
37900	40960	7.47%	0.00%	10
37901	40960	7.47%	0.00%	10
37902	40960	7.47%	0.00%	10
37903	40960	7.46%	0.00%	10
37904	40960	7.46%	0.00%	10
37905	40960	7.46%	0.00%	10
37906	40960	7.46%	0.00%	10
37907	40960	7.45%	0.00%	10
37908	40960	7.45%	0.00%	10
37909	40960	7.45%	0.00%	10
37910	40960	7.45%	0.00%	10
37911	40960	7.44%	0.00%	10
37912	40960	7.44%	0.00%	10
37913	40960	7.44%	0.00%	10
37914	40960	7.44%	0.00%	10
37915	40960	7.43%	0.00%	10
37916	40960	7.43%	0.00%	10
37917	40960	7.43%	0.00%	10
37918	40960	7.43%	0.00%	10
37919	40960	7.42%	0.00%	10
37920	40960	7.42%	0.00%	10
37921	40960	7.42%	0.00%	10
37922	40960	7.42%	0.00%	10
37923	40960	7.41%	0.00%	10
37924	40960	7.41%	0.00%	10
37925	40960	7.41%	0.00%	10
37926	40960	7.41%	0.00%	10
37927	40960	7.40%	0.00%	10
37928	40960	7.40%	0.00%	10
37929	40960	7.40%	0.00%	10
37930	40960	7.40%	0.00%	10
37931	40960	7.40%	0.00%	10
37932	40960	7.39%	0.00%	10
37933	40960	7.39%	0.00%	10
37934	40960	7.39%	0.00%	10
37935	40960	7.39%	0.00%	10
37936	40960	7.38%	0.00%	10
37937	40960	7.38%	0.00%	10
37938	40960	7.38%	0.00%	10
37939	40960	7.38%	0.00%	10
37940	40960	7.37%	0.00%	10
37941	40960	7.37%	0.00%	10
37942	40960	7.37%	0.00%	10
37943	40960	7.37%	0.00%	10
37944	40960	7.36%	0.00%	10
37945	40960	7.36%	0.00%	10
37946	40960	7.36%	0.00%	10
37947	40960	7.36%	0.00%	10
37948	40960	7.35%	0.00%	10
37949	40960	7.35%	0.00%	10
37950	40960	7.35%	0.00%	10
37951	40960	7.35%	0.00%	10
37952	40960	7.34%	0.00%	10
37953	40960	7.34%	0.00%	10
37954	40960	7.34%	0.00%	10
37955	40960	7.34%	0.00%	10
37956	40960	7.33%	0.00%	10
37957	40960	7.33%	0.00%	10
37958	40960	7.33%	0.00%	10
37959	40960	7.33%	0.00%	10
37960	40960	7.32%	0.00%	10
37961	40960	7.32%	0.00%	10
37962	40960	7.32%	0.00%	10
37963	40960	7.32%	0.00%	10
37964	40960	7.31%	0.00%	10
37965	40960	7.31%	0.00%	10
37966	40960	7.31%	0.00%	10
37967	40960	7.31%	0.00%	10
37968	40960	7.30%	0.00%	10
37969	40960	7.30%	0.00%	10
37970	40960	7.30%	0.00%	10
37971	40960	7.30%	0.00%	10
37972	40960	7.29%	0.00%	10
37973	40960	7.29%	0.00%	10
37974	40960	7.29%	0.00%	10
37975	40960	7.29%	0.00%	10
37976	40960	7.29%	0.00%	10
37977	40960	7.28%	0.00%	10
37978	40960	7.28%	0.00%	10
37979	40960	7.28%	0.00%	10
37980	40960	7.28%	0.00%	10
37981	40960	7.27%	0.00%	10
37982	40960	7.27%	0.00%	10
37983	40960	7.27%	0.00%	10
37984	40960	7.27%	0.00%	10
37985	40960	7.26%	0.00%	10
37986	40960	7.26%	0.00%	10
37987	40960	7.26%	0.00%	10
37988	40960	7.26%	0.00%	10
37989	40960	7.25%	0.00%	10
37990	40960	7.25%	0.00%	10
37991	40960	7.25%	0.00%	10
37992	40960	7.25%	0.00%	10
37993	40960	7.24%	0.00%	10
37994	40960	7.24%	0.00%	10
37995	40960	7.24%	0.00%	10
37996	40960	7.24%	0.00%	10
37997	40960	7.23%	0.00%	10
37998	40960	7.23%	0.00%	10
37999	40960	7.23%	0.00%	10
38000	40960	7.23%	0.00%	10
38001	40960	7.22%	0.00%	10
